File Name,Sentence,Mistake Text,Error Message,replacements,Character/ Start Position in Text,Character/ End Position in Text,Error Type,Error Subtype
c) Martin Luther 2.docx,"Sola means one, the bible",Sola,A word was not spelled correctly,Zola,6953,6956,Syntax,31
c) Martin Luther 2.docx,were Gods words,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,7056,7059,Grammar,43
c) Martin Luther.docx,N/A,Luther born,Missing comma,"Luther, born",94,104,Style,49
c) Martin Luther.docx,the study of the nature of God and religious belief,the,The first word in a sentence is not capitalized,The,207,209,Spelling,45
c) Martin Luther.docx,your online text book KWL,text book,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",textbook,289,297,Other,1
c) Martin Luther.docx,What did Martin Luther object to Pope Leo X doing,did Martin Luther object to Pope Leo X doing,Error in forming or applying the past simple tense,did Martin Luther object to Pope Leo X do,309,352,Grammar,19
c) Martin Luther.docx,your online text book KWL,text book,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",textbook,882,890,Other,1
c) Martin Luther.docx,What were the name,were,Error in forming or applying the past simple tense,was,958,961,Grammar,19
c) Martin Luther.docx,name of Luther called,name,Omission of the definite article,the name,997,1000,Syntax,13
c) Martin Luther.docx,bought Protestantism to Scotland,to,Wrong preposition,in,1176,1177,Grammar,29
c) Martin Luther.docx,Council of Trent and briefly,Council,Omission of the definite article,the Council,1650,1656,Syntax,13
c) Martin Luther.docx,( can also use your text book and the internet),text book,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",textbook,1725,1733,Other,1
c) Martin Luther.docx,b) Sola fide (Faith alone),fide,A word was not spelled correctly,N/A,1801,1804,Syntax,31
e) Catholic Reform _ the Council of Trent (1).docx,N/A,Re affirmed,Confusion between words which sound similar or have a similar spelling,Reformed,242,252,Punctuation,46
e) Catholic Reform _ the Council of Trent (1).docx,N/A,Reormation,A word was not spelled correctly,Reformation,286,295,Syntax,31
e) Catholic Reform _ the Council of Trent (1).docx,N/A,Re affirmed,Confusion between words which sound similar or have a similar spelling,Reformed,407,417,Punctuation,46
e) Catholic Reform _ the Council of Trent (1).docx,only achieved with good actions,with,Wrong preposition,by,481,484,Grammar,29
e) Catholic Reform _ the Council of Trent (1).docx,founded Jesuit order major influential figure in the counter reformation,Jesuit order,Omission of the definite article,the Jesuit order,892,903,Syntax,13
e) Catholic Reform _ the Council of Trent (1).docx,Helped reform catholocism.,catholocism,A word was not spelled correctly,N/A,981,991,Syntax,31
e) Catholic Reform _ the Council of Trent (1).docx,"Spanish Nun who lived at 1500s,",Spanish Nun,"Confusion between ""a""/""an"" or omission of an indefinite article",A Spanish Nun,1015,1025,Syntax,12
e) Catholic Reform _ the Council of Trent (1).docx,lived in 1500s,in,"Confusion between the prepositions ""in"", ""on"" and ""at""",at,1037,1038,Syntax,30
e) Catholic Reform _ the Council of Trent (1).docx,bring back relifious orders,relifious,A word was not spelled correctly,religious,1123,1131,Syntax,31
e) Catholic Reform _ the Council of Trent (1).docx,"the people to catholocism and, played",catholocism,A word was not spelled correctly,N/A,1290,1300,Syntax,31
e) Catholic Reform _ the Council of Trent (1).docx,played important role,important role,"Confusion between ""a""/""an"" or omission of an indefinite article",an important role,1314,1327,Syntax,12
e) Catholic Reform _ the Council of Trent (1).docx,the counter of reformation,of,No preposition needed,,1344,1345,Other,32
e) Catholic Reform _ the Council of Trent (1).docx,to convert to catholocism,catholocism,A word was not spelled correctly,N/A,1420,1430,Syntax,31
e) Catholic Reform _ the Council of Trent (1).docx,are the Discalced Carmelites,are,Mismatch between the plurality of the verb and the subject,is,1440,1442,Grammar,21
e) Catholic Reform _ the Council of Trent (1).docx,"An group formed by St Teresa of Avila, who helped those who needed help",An,"Confusion between ""a""/""an"" or omission of an indefinite article",A,1473,1474,Syntax,12
e) Catholic Reform _ the Council of Trent (1).docx,"st Teresa of Avila, who helped those who needed help",st,A proper or common noun is not capitalized,St,1492,1493,Spelling,2
e) Catholic Reform _ the Council of Trent (1).docx,of avila who helped those who needed help,avila who,Missing comma,"Avila, who",1505,1513,Style,49
e) Catholic Reform _ the Council of Trent (1).docx,Stars represent Mary and Elijah,Stars,Omission of the definite article,The stars,1601,1605,Syntax,13
e) Catholic Reform _ the Council of Trent (1).docx,represent mary and Elijah,mary,A proper or common noun is not capitalized,Mary,1617,1620,Spelling,2
Lesson 6 reformation recap.docx,belief or opinion contrary to orthodox religious (especially Christian) doctrine,belief,The first word in a sentence is not capitalized,Belief,478,483,Spelling,45
Lesson 6 reformation recap.docx,"the conversion, only the appearances of bread and wine still remaining",the,The first word in a sentence is not capitalized,The,601,603,Spelling,45
Lesson 6 reformation recap.docx,of the substance of the Eucharistic elements at consecration,consecration,Omission of the definite article,the consecration,698,709,Syntax,13
Lesson 6 reformation recap.docx,"baptism, confirmation, Eucharist, penance, extreme unction, order and matrimony",baptism,The first word in a sentence is not capitalized,Baptism,830,836,Spelling,45
Lesson 6 reformation recap.docx,Why did the Catholic Church emphaise the importance of art at that time,emphaise,A word was not spelled correctly,emphasize,1941,1948,Syntax,31
Lesson 7 Reformers profile.docx,and create a one,and,The first word in a sentence is not capitalized,And,156,158,Spelling,45
Lesson 7 Reformers profile.docx,"section (birth, death etc)",etc,A word was not spelled correctly,etc.,276,278,Syntax,31
Lesson 7 Reformers profile.docx,to the Church etc,etc,A word was not spelled correctly,etc.,356,358,Syntax,31
Marriage.docx,"the intimate , exclusive, indissoluble communion"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",34,35,Grammar,40
Marriage.docx,N/A,at,"Confusion between the prepositions ""in"", ""on"" and ""at""",in,114,115,Syntax,30
Marriage.docx,good for man and woman to come together and join their lives,to come,Mismatch between the plurality of the verb and the subject,come,322,328,Grammar,21
Marriage.docx,between man and a woman,man,"Confusion between ""a""/""an"" or omission of an indefinite article",a man,548,550,Syntax,12
Marriage.docx,by God who created man and woman to be together,God who,Missing comma,"God, who",643,649,Style,49
Marriage.docx,Gods power to create,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,769,772,Grammar,43
Priesthood.docx,,.,A word was not spelled correctly,. ,361,361,Grammar,40
Priesthood.docx,consecrates the sick he does so in the person of Christ,sick he,Missing comma,"sick, he",453,459,Style,49
Priesthood.docx,"sick, he does so in the person of Christ .", .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,492,493,Grammar,40
Sacrament of Matrimony.docx,teaches to respect homosexuals but not to agree with it,homosexuals but,Missing comma,"homosexuals, but",209,223,Style,49
Sacrament of Matrimony.docx,not to agree on it,on,Wrong preposition,with,238,239,Grammar,29
Sacrament of Matrimony.docx,love and honor all,honor,Usage of British instead of American English spelling or vice-versa,honour,448,452,Syntax,44
Sacrament of Matrimony.docx,Physical sexual relationship in a couple,Physical sexual,Missing comma,"Physical, sexual",486,500,Style,49
Sacrament of Matrimony.docx,N/A," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",604,605,Grammar,40
Sacrament of Matrimony.docx,N/A,total,The first word in a sentence is not capitalized,Total,609,613,Spelling,45
Sacrament of Matrimony.docx,N/A," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",614,615,Grammar,40
Sacrament of Matrimony.docx,N/A,faithful,The first word in a sentence is not capitalized,Faithful,619,626,Spelling,45
Sacrament of Matrimony.docx,", against Gods words",Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,985,988,Grammar,43
Sacrament of Matrimony.docx,"KWL 10.7 'Marriage, Divorce and Annulment",Divorce and,Missing comma,"Divorce, and",1306,1316,Style,49
Sacrament of Matrimony.docx,a man and woman,woman,"Confusion between ""a""/""an"" or omission of an indefinite article",a woman,1475,1479,Syntax,12
Sacrament of Matrimony.docx,when one partner dies or if there are grounds for an annulment ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,1851,1852,Grammar,40
Week 7 Mystagogy Activity 2020 Yr 10 Marriage (1).docx,"Mystagogy ""connecting the Mysteries""",Mystagogy,A word was not spelled correctly,N/A,26,34,Syntax,31
Week 7 Mystagogy Activity 2020 Yr 10 Marriage (1).docx,matures and is ever lasting,ever lasting,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",everlasting,1468,1479,Other,1
Week 7 Mystagogy Activity 2020 Yr 10 Marriage.docx,"Mystagogy ""connecting the Mysteries""",Mystagogy,A word was not spelled correctly,N/A,26,34,Syntax,31
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,the mothers womb,mothers,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",mother's,83,89,Grammar,43
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,The mother by making a mistake on their end unjustly believe,unjustly believe,Mismatch between the plurality of the verb and the subject,unjustly believes,213,228,Grammar,21
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,"catechism , the church,Christian morals and challenging one's conscience, which","    ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",454,458,Grammar,40
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,"the church ,Christian morals"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",", ",470,471,Grammar,40
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,N/A,ones,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",one's,505,508,Grammar,43
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,N/A,conscience which,Missing comma,"conscience, which",510,525,Style,49
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,all the catholic values,catholic,A proper or common noun is not capitalized,Catholic,631,638,Spelling,2
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,the holy teaching's pf the Catholic Church on the sanctity of human life,pf,A word was not spelled correctly,of,737,738,Syntax,31
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,and it is by the church a,by,No preposition needed,,984,985,Other,32
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,also teaches that those'who co-operate in an abortion constituent a grave offence,constituent,"Wrong adverb used, adverb used instead of adjective or vice-versa",constitutes,1351,1361,Syntax,23
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,N/A,abortion therefore,Missing comma,"abortion, therefore",1543,1560,Style,49
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,as laws of their life,laws,Omission of the definite article,the laws,1764,1767,Syntax,13
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,"not kill , hence"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",1843,1844,Grammar,40
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,One's conscience directly,directly,"Wrong adverb used, adverb used instead of adjective or vice-versa",directive,2389,2396,Syntax,23
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,his decision in to whether one lives or not,in to,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",into,2838,2842,Other,1
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,N/A,God which,Missing comma,"God, which",3028,3036,Style,49
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,the bioethical issue of abortion,bioethical,A word was not spelled correctly,N/A,3099,3108,Syntax,31
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,of the catholic hurch,hurch,A word was not spelled correctly,church,3353,3357,Syntax,31
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,N/A,rights but,Missing comma,"rights, but",3449,3458,Style,49
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,all the catholic values,catholic,A proper or common noun is not capitalized,Catholic,3591,3598,Spelling,2
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,and it is by the church a,by,No preposition needed,,3816,3817,Other,32
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,also teaches that those'who co-operate in an abortion constituent a grave offence,constituent,"Wrong adverb used, adverb used instead of adjective or vice-versa",constitutes,4085,4095,Syntax,23
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,as laws of their life,laws,Omission of the definite article,the laws,4230,4233,Syntax,13
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,' .," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",4309,4310,Grammar,40
Abortion is descried as a medical procedure in which a baby is executed inside the mothers womb predominantly for the reason of the mother having an unwanted pregnancy.docx,One's conscience directly,directly,"Wrong adverb used, adverb used instead of adjective or vice-versa",directive,4407,4414,Syntax,23
Conscience is the deepest part of the human person.docx,"commandments , the"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",277,278,Grammar,40
Consider whether all citizens within a country have equal access to services.docx,"Sydney, parramatta, Blacktown, Greenacre, local suburbs",parramatta,A proper or common noun is not capitalized,Parramatta,346,355,Spelling,2
Consider whether all citizens within a country have equal access to services.docx,"Sydney, Parramatta, blacktown, Greenacre, local suburbs",blacktown,A proper or common noun is not capitalized,Blacktown,358,366,Spelling,2
Consider whether all citizens within a country have equal access to services.docx,"Sydney, Parramatta, Blacktown, greenacre, local suburbs",greenacre,A proper or common noun is not capitalized,Greenacre,369,377,Spelling,2
Consider whether all citizens within a country have equal access to services.docx,"Sydney, Parramatta, Blacktown, Greenacre, local suburbs have a hospital always",have,Mismatch between the plurality of the verb and the subject,has,394,397,Grammar,21
Magisterium of the church.docx,Magisterium of the church,Magisterium,A word was not spelled correctly,N/A,0,10,Syntax,31
Magisterium of the church.docx,The magisterium of the church is the teaching authority,magisterium,A proper or common noun is not capitalized,Magisterium,34,44,Spelling,2
Magisterium of the church.docx,there to guide Catholics in the two areas of faith and morals ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,207,208,Grammar,40
Magisterium of the church.docx,For example in 1950 it taught officially,example in,Missing comma,"example, in",266,275,Style,49
Magisterium of the church.docx,N/A,",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",636,636,Grammar,40
Magisterium of the church.docx,N/A,[,"Missing or superfluous space before or after period, comma and other punctuation marks", [,703,703,Grammar,40
Magisterium of the church.docx,N/A,[,"Missing or superfluous space before or after period, comma and other punctuation marks", [,816,816,Grammar,40
Magisterium of the church.docx,N/A,[,"Missing or superfluous space before or after period, comma and other punctuation marks", [,875,875,Grammar,40
Magisterium of the church.docx,,.,A word was not spelled correctly,. ,1168,1168,Grammar,40
Magisterium of the church.docx,,.,A word was not spelled correctly,. ,1195,1195,Grammar,40
Magisterium of the church.docx,Honor your father and your mother,Honor,Usage of British instead of American English spelling or vice-versa,Honour,1746,1750,Syntax,44
Moral Decision Making.docx,The below work explores,below,No preposition needed,,74,78,Other,32
Moral Decision Making.docx,5 ., -,"Missing or superfluous space before or after period, comma and other punctuation marks",-,323,324,Grammar,40
Moral Decision Making.docx,,?,A word was not spelled correctly,? ,739,739,Grammar,40
Moral Decision Making.docx,"Is guilty, or am I",am,Wrong verb tense or form,were,1287,1288,Syntax,15
Moral Decision Making.docx,"the bull is in, but refuse to suggest which colour the person should wear",bull,Confusion between words which sound similar or have a similar spelling,ball,1777,1780,Punctuation,46
Moral Decision Making.docx,I less guilty by taking a passive rather than an active part in the decision,by,Wrong preposition,of,2045,2046,Grammar,29
Moral Decision Making.docx,Moral reflect a person's values and those of society,values,Confusion between the singular and plural form of a noun,value,2192,2197,Punctuation,42
Moral Decision Making.docx,"power and success or familt and friends, or satisfaction in life, or genre",familt,A word was not spelled correctly,family,2515,2520,Syntax,31
Moral Decision Making.docx,"power and success or family and friends, or satisfaction in life, or gener",gener,A word was not spelled correctly,genre,2563,2567,Syntax,31
Moral Decision Making.docx,relates to a common Moral Issue that affects young people -, -,"Missing or superfluous space before or after period, comma and other punctuation marks",-,3178,3179,Grammar,40
Moral Decision Making.docx,these ads impact Young people's decision to drink/not drink Alcohol,ads,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",ad's,3939,3941,Grammar,43
Moral Decision Making.docx,(Refer to the Catechism of the Catholic Church),Church),A question mark is needed at the end of a sentence,Church )?,4976,4982,Grammar,51
Moral Decision Making.docx,the Catholic Churches response,Churches,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",Church's,5131,5138,Grammar,43
Moral Decision Making.docx,N/A,Prejean who,Missing comma,"Prejean, who",5258,5268,Style,49
Moral Decision Making.docx,"and who's book ""Dead Man Walking"" inspired the making of the film",who¡¯s,Confusion between words which sound similar or have a similar spelling,whose,5340,5344,Punctuation,46
Religion Assignment Wadih Tannous.docx,the mothers womb,mothers,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",mother's,120,126,Grammar,43
religion lesson 3.docx,What the moral wisdom of the tradition,What,Confusion between words which sound similar or have a similar spelling,What's,452,455,Punctuation,46
religion lesson 3.docx,At times this then lead to further punishments,then lead,Mismatch between the plurality of the verb and the subject,then leads,1095,1103,Grammar,21
religion lesson 3.docx,unmerited mercy (favor),favor,Usage of British instead of American English spelling or vice-versa,favour,1747,1751,Syntax,44
religion lesson 3.docx,Gods grace in Soren's life,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,1897,1900,Grammar,43
religion lesson 3.docx,Research the following moral issues using Catholic Answers .,  .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,2098,2100,Grammar,40
religion lesson 3.docx,N/A,Family,Omission of the definite article,The family,3032,3037,Syntax,13
religion lesson 3.docx,turned however he did not offer wine to any children,however he,Missing comma,"however, he",3251,3260,Style,49
religion lesson 3.docx,is however alcohol and drugs,however alcohol,Missing comma,"however, alcohol",3398,3412,Style,49
religion lesson 3.docx,can influence bad behavior and could result in bad decision making,behavior,Usage of British instead of American English spelling or vice-versa,behaviour,3442,3449,Syntax,44
Religion work term 4.docx,N/A,God but,Missing comma,"God, but",174,180,Style,49
Religion work term 4.docx,those who beleve in God,beleve,A word was not spelled correctly,believe,207,212,Syntax,31
Religion work term 4.docx,"However, an agnostic neither believes nor disbelieves in a god or religious doctrine",agnostic neither,Missing comma,"agnostic, neither",465,480,Style,49
Christian Love And The Kingdom Of God.docx,"receive, in other words God gives himself to us completely",words God,Missing comma,"words, God",503,511,Style,49
Christian Love And The Kingdom Of God.docx,When a man and a woman get married they give completely and totally,married they,Missing comma,"married, they",852,863,Style,49
Christian Love And The Kingdom Of God.docx,N/A,other to,Missing comma,"other, to",942,949,Style,49
Christian Love And The Kingdom Of God.docx,"When you love God ,you are already tasting"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",", ",1642,1643,Grammar,40
Christian Love And The Kingdom Of God.docx,N/A,God which,Missing comma,"God, which",1691,1699,Style,49
Christian Love And The Kingdom Of God.docx,N/A,Father thy,Missing comma,"Father, thy",1739,1748,Style,49
Christian Love And The Kingdom Of God.docx,Gods will is done,is,Wrong verb tense or form,be,1791,1792,Syntax,15
Christian Love And The Kingdom Of God.docx,is made real when Gods will be done on earth ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,1807,1808,Grammar,40
Christian Love And The Kingdom Of God.docx,soul mind and strength and when you love your neighbour as you love yourself,soul mind,Missing comma,"soul, mind",1874,1882,Style,49
Christian Love And The Kingdom Of God.docx,you love your neighbor,neighbor,Usage of British instead of American English spelling or vice-versa,neighbour,1920,1927,Syntax,44
Christian Love And The Kingdom Of God.docx,"poor , the"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",2074,2075,Grammar,40
Christian Love And The Kingdom Of God.docx,"is teaching that if you ignore the poor, you will end up in hell",is teaching,Error in forming or applying the present simple tense,teaches,2281,2291,Spelling,34
Christian Love And The Kingdom Of God.docx,to serve other.,other,Confusion between words which sound similar or have a similar spelling,another,2533,2537,Punctuation,46
Christian Love And The Kingdom Of God.docx,Gods kingdom consists,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,2540,2543,Grammar,43
Christian Love And The Kingdom Of God.docx,N/A,first but,Missing comma,"first, but",2631,2639,Style,49
Christian Love And The Kingdom Of God.docx,Gods love is,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,3031,3034,Grammar,43
Christian Love And The Kingdom Of God.docx,N/A,to have seen,Errors in forming or using the infinitive form,to see,3123,3134,Grammar,38
Christian Love And The Kingdom Of God.docx,for Gods healing,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,3405,3408,Grammar,43
Christian Love And The Kingdom Of God.docx,"are praying , forgiveness and mercy to be done on earth"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",3417,3418,Grammar,40
Christian Love And The Kingdom Of God.docx,Gods kingdom is,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,3463,3466,Grammar,43
Christian Love And The Kingdom Of God.docx,Gods will is done,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,3492,3495,Grammar,43
Christian Love And The Kingdom Of God.docx,N/A,sky we,Missing comma,"sky, we",4046,4051,Style,49
Christian Love And The Kingdom Of God.docx,is teaching that our relationship with God is of great value but,value but,Missing comma,"value, but",4913,4921,Style,49
Christian Love And The Kingdom Of God.docx,"Kingdom , father"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",5177,5178,Grammar,40
Christian Love And The Kingdom Of God.docx,of Molakai who sacrificed everything to live with and care for the Lepers,Molakai,A word was not spelled correctly,Molokai,5197,5203,Syntax,31
Christian Love And The Kingdom Of God.docx,"order to find through solitude , silence and prayer"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",5339,5340,Grammar,40
Individual part for religion.docx,"Individual part , Wadih Tannous"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",28,29,Grammar,40
Individual part for religion.docx,N/A,LordAlmighty,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",Lord Almighty,650,661,Other,1
Individual part for religion.docx,is God questioning the people about their fasting and their lives,questioning,Mismatch between the plurality of the verb and the subject,is questioning,1879,1889,Grammar,21
Individual part for religion.docx,do rejoice of God,of,Wrong preposition,in,2088,2089,Grammar,29
Individual part for religion.docx,N/A,it but,Missing comma,"it, but",2703,2708,Style,49
Individual part for religion.docx,N/A, .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,2727,2728,Grammar,40
Individual part for religion.docx,N/A, .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,3041,3042,Grammar,40
Individual part for religion.docx,can connect to God more,to,Wrong preposition,with,3593,3594,Grammar,29
Individual part for religion.docx,is confirmed its always between essential for important roles in religion,is confirmed,Error in forming or applying the present progressive tense,is confirming,3859,3870,Grammar,18
Individual part for religion.docx,"In essentiality, the poem has",essentiality,"Wrong adverb used, adverb used instead of adjective or vice-versa",essence,3940,3951,Syntax,23
Individual part for religion.docx,"does God reference to fasting, but as to look at the bigger picture",reference,"Wrong adverb used, adverb used instead of adjective or vice-versa",refer,4009,4017,Syntax,23
Individual part for religion.docx,does God refer to fasting but as to look at the bigger picture,fasting but,Missing comma,"fasting, but",4022,4032,Style,49
Individual part for religion.docx,,.,A word was not spelled correctly,. ,4443,4443,Grammar,40
Individual part for religion.docx,To combat evil do not commit evil but as opposed commit acts of goodness,evil but,Missing comma,"evil, but",4750,4757,Style,49
Individual part for religion.docx,to the lord answering me,lord,A word was not spelled correctly,Lord,5014,5017,Spelling,1000
Individual part for religion.docx,,.,A word was not spelled correctly,. ,5172,5172,Grammar,40
Liturgy of the Word schema for Students (1 per group).docx,N/A,you in,Missing comma,"you, in",636,641,Style,49
Liturgy of the Word schema for Students (1 per group).docx,"renew us in your Spirit,",renew,The first word in a sentence is not capitalized,Renew,1202,1206,Spelling,45
Liturgy of the Word schema for Students (1 per group).docx,rejoice in you for ever,in,Wrong preposition,with,1277,1278,Grammar,29
Liturgy of the Word schema for Students (1 per group).docx,"let us perfect our earthly city in justice, charity and peace",let,The first word in a sentence is not capitalized,Let,1394,1396,Spelling,45
Liturgy of the Word schema for Students (1 per group).docx,help us to recognize with joy the power you have given us,help,The first word in a sentence is not capitalized,Help,1540,1543,Spelling,45
Liturgy of the Word schema for Students (1 per group).docx,show us in the confusion of our lives the things that really matter,show,The first word in a sentence is not capitalized,Show,1669,1672,Spelling,45
Liturgy of the Word schema for Students (1 per group).docx,N/A,you in,Missing comma,"you, in",2086,2091,Style,49
Yr 09 Religion Notification 2019 Task 1.docx,the task for marking,for,Wrong preposition,of,138,140,Grammar,29
Yr 09 Religion Notification 2019 Task 1.docx,"-4 in-class periods Group Preparation, Individual Preparation, and Presentation",in,No preposition needed,,955,956,Other,32
Yr 09 Religion Notification 2019 Task 1.docx,read the readings aloud (as a group),read,Mismatch between the plurality of the verb and the subject,reads,1422,1425,Grammar,21
Yr 09 Religion Notification 2019 Task 1.docx,After all the Bible references have been read,all the,Missing comma,"all, the",1551,1557,Style,49
Yr 09 Religion Notification 2019 Task 1.docx,( arrange candle and crucifix/icons arrange chairs),candle,Wrong verb tense or form,candles,3141,3146,Syntax,15
Yr 09 Religion Notification 2019 Task 1.docx,there is book-marked.,book-marked,A word was not spelled correctly,bookmarked,3270,3280,Syntax,31
religion assesmnt.docx,As Catholics we should follow,Catholics we,Missing comma,"Catholics, we",147,158,Style,49
religion assesmnt.docx,N/A,are,Incorrect form of the participle or incorrect usage,being,1274,1276,Syntax,39
religion assesmnt.docx,wasn't showed mercy at all,showed,Wrong verb tense or form,showing,1663,1668,Syntax,15
religion assesmnt.docx,N/A,abortion which,Missing comma,"abortion, which",1802,1815,Style,49
religion assesmnt.docx,as you are taking a human life away from this world,as,No preposition needed,,1943,1944,Other,32
religion assesmnt.docx,which will leads and provides us with a pure life of freedom and happiness,leads,Wrong verb tense or form,lead,2450,2454,Syntax,15
Religion.docx,Gods commandments have been ever,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,96,99,Grammar,43
Religion.docx,were Thou shalt not commit,were,Confusion between words which sound similar or have a similar spelling,where,507,510,Punctuation,46
Religion.docx,was Gods covenant,Gods,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",God's,1052,1055,Grammar,43
Religion.docx,in todays society,todays,A word was not spelled correctly,today's,1455,1460,Syntax,31
Religion.docx,When one is married they make as well as God,married they,Missing comma,"married, they",1483,1494,Style,49
Religion.docx,without commiting this sin,commiting,A word was not spelled correctly,committing,1643,1651,Syntax,31
Religion.docx,N/A,partner but,Missing comma,"partner, but",1684,1694,Style,49
Religion.docx,us as Christians should strive to be like this and fulfil Jesus' actions,us,Wrong pronoun used or omission of a pronoun,we,1848,1849,Grammar,5
Religion.docx,this and fulfill Jesus' actions,fulfill,A word was not spelled correctly,fulfil,1899,1905,Syntax,31
